pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmasse,pl_rade,pl_dens,pl_eqt,st_teff,st_rad,st_mass,st_lum,st_age,st_met,st_spectype
BD+20 2457 c,BD+20 2457,1,2,Radial Velocity,2009.0,621.99,2.01,0.18,3963.17,,,,4137.0,49.0,2.8,3.17,,-1.0,K2 II
BD+48 738 b,BD+48 738,1,1,Radial Velocity,2011.0,392.6,1.0,0.2,289.2253,,,,4414.0,11.0,0.74,1.69,,-0.2,K0 III
bet Pic b,bet Pic,1,2,Imaging,2008.0,8617.50952,10.018,0.106,3727.8093857,,,,,,1.795,,,,
CoRoT-10 b,CoRoT-10,1,1,Transit,2010.0,13.2406,0.1055,0.53,874.0,10.87,3.7,600.0,5075.0,0.79,0.89,,3.0,0.26,K1 V
CoRoT-11 b,CoRoT-11,1,1,Transit,2010.0,2.99433,0.0436,0.0,740.51,16.03,0.99,1657.0,6440.0,1.37,1.27,,2.0,-0.03,F6 V
CoRoT-12 b,CoRoT-12,1,1,Transit,2010.0,2.828042,0.04016,0.07,291.438,16.14,0.411,1442.0,5675.0,1.116,1.078,,6.3,0.16,
CoRoT-13 b,CoRoT-13,1,1,Transit,2010.0,4.03519,0.051,0.0,415.704,9.92,2.34,1700.0,5945.0,1.01,1.09,,1.635,0.01,G0 V
CoRoT-14 b,CoRoT-14,1,1,Transit,2010.0,1.51214,0.027,0.0,2415.4,12.22,7.3,1952.0,6035.0,1.21,1.13,,4.2,0.05,F9 V
CoRoT-17 b,CoRoT-17,1,1,Transit,2011.0,3.7681,0.0461,0.0,772.29,11.43,2.82,1626.0,5740.0,1.59,1.04,,10.7,0.0,G2 V
CoRoT-18 b,CoRoT-18,1,1,Transit,2011.0,1.9000693,0.0295,0.08,1102.82,14.68,2.2,1550.0,5440.0,1.0,0.95,,,-0.1,G9 V
CoRoT-19 b,CoRoT-19,1,1,Transit,2011.0,3.89713,0.0518,0.047,352.78,14.46,0.71,2000.0,6090.0,1.65,1.21,0.544,5.0,-0.02,F9 V
CoRoT-1 b,CoRoT-1,1,1,Transit,2008.0,1.5089557,,0.0,327.35,16.7,0.38,1898.0,5950.0,1.11,0.95,,,-0.3,G0 V
CoRoT-20 b,CoRoT-20,1,2,Transit,2011.0,9.24285,0.09,0.59,1366.669,,,,,,1.14,,,,
CoRoT-23 b,CoRoT-23,1,1,Transit,2011.0,3.6313,0.048,0.16,889.9,11.77,3.0,1660.0,5900.0,1.61,1.14,,7.2,0.05,G0 V
CoRoT-2 b,CoRoT-2,2,1,Transit,2008.0,1.7429935,0.02798,0.0143,1102.82,16.432,1.47,,5625.0,0.906,0.96,,2.7,,
CoRoT-3 b,CoRoT-3,1,1,Transit,2008.0,4.2568,,0.0,6883.91,11.32,26.4,,6740.0,1.56,1.37,,2.2,,F3 V
CoRoT-4 b,CoRoT-4,1,1,Transit,2008.0,9.20205,0.09,0.0,228.83,13.34,0.525,1074.0,6190.0,1.17,1.16,,1.0,,
CoRoT-5 b,CoRoT-5,1,1,Transit,2009.0,4.0378962,0.04947,0.09,148.42,15.558,0.217,1438.0,6100.0,1.186,1.0,,6.9,-0.25,F9 V
CoRoT-6 b,CoRoT-6,1,1,Transit,2009.0,8.886593,0.0855,0.1,940.74,13.068,2.32,1017.0,6090.0,1.025,1.05,,,-0.2,F9 V
CoRoT-7 b,CoRoT-7,1,3,Transit,2009.0,0.85359163,,0.0,4.07660518,1.68135,,,5275.0,0.83,0.82,,,0.05,
Kepler-24 c,Kepler-24,1,4,Transit,2011.0,12.33,,0.014,9.99,2.514,3.418442,,6028.0,1.099,1.06,,,,
CoRoT-7 c,CoRoT-7,1,3,Radial Velocity,2009.0,3.698,0.046,0.0,8.4,,,,5256.0,0.864273,0.899,-0.28938,,0.06,
CoRoT-8 b,CoRoT-8,1,1,Transit,2010.0,6.21229,0.063,0.0,69.92,6.39,1.6,,5080.0,0.77,0.88,,3.0,0.3,K1 V
CoRoT-9 b,CoRoT-9,2,1,Transit,2009.0,95.272656,0.4021,0.133,266.9772,11.948794,0.86,420.0,5625.0,0.96,0.96,,6.0,-0.01,
CT Cha b,CT Cha,1,1,Imaging,2007.0,,440.0,,5403.0,24.66,,2600.0,,,,,0.002,,
DP Leo b,DP Leo,2,1,Eclipse Timing Variations,2009.0,10220.0,8.19,0.39,1922.79,,,,,,0.69,,,,
eps Eri b,eps Eri,1,1,Radial Velocity,2000.0,2671.0,3.53,0.07,209.76674862,,,,,,0.82,,0.6,,K2 V
eps Tau b,eps Tau,1,1,Radial Velocity,2006.0,585.82,1.878,0.076,2285.18624633,,,,4877.0,12.35,2.57,1.89271,,0.1,K0 III
gam1 Leo b,gam1 Leo,2,1,Radial Velocity,2009.0,428.5,1.19,0.144,2790.43,,,,4330.0,31.88,1.23,,,-0.51,
gam Cep b,gam Cep,2,1,Radial Velocity,2003.0,913.0,,0.15,2097.6674862,,,,4775.0,4.74,1.27,,5.7,0.18,K1 III-IV
GJ 1214 b,GJ 1214,1,1,Transit,2009.0,1.580404531,0.01505,0.0062,8.41,2.733,2.26,567.0,3101.0,0.2162,0.182,-2.40894,,0.24,
GJ 3021 b,GJ 3021,2,1,Radial Velocity,2000.0,133.71,0.49,0.511,1071.04,,,350.0,5540.0,0.9,0.9,-0.18,,0.1,G6 V
GJ 317 b,GJ 317,1,2,Radial Velocity,2007.0,695.69,1.138,0.0826,536.49435102,,,,3496.0,0.403,0.402,,,-0.02,M3.5 V
GJ 3634 b,GJ 3634,1,1,Radial Velocity,2010.0,2.64561,0.0287,0.08,8.4,,,,,0.43,0.45,-1.699,5.0,,M2.5
GJ 433 b,GJ 433,1,3,Radial Velocity,2011.0,7.3705,0.062,0.04,6.043,,,,,,0.48,,,,
GJ 436 b,GJ 436,1,1,Radial Velocity,2004.0,2.64388312,0.0291,0.13827,22.1,4.17,1.8,,,0.455,0.47,,,,
GJ 649 b,GJ 649,1,1,Radial Velocity,2009.0,600.1,1.112,0.083,81.99972901,,,,3734.0,0.5,0.51,-1.361,,-0.15,M1.0
GJ 667 C b,GJ 667 C,3,5,Radial Velocity,2012.0,7.203,,0.2,,,,,,,,,,,
GJ 667 C c,GJ 667 C,3,5,Radial Velocity,2013.0,28.14,0.125,0.02,3.8,,,,3350.0,,0.33,-1.863,2.0,-0.55,M1.5 V
GJ 674 b,GJ 674,1,1,Radial Velocity,2007.0,4.6938,0.039,0.2,11.09,,,,3600.0,,0.35,-1.796,0.55,-0.28,M2.5
GJ 676 A b,GJ 676 A,2,4,Radial Velocity,2010.0,1051.44521,1.735,0.319,1840.86213334,,,,,,0.626,,,,
GJ 832 b,GJ 832,1,1,Radial Velocity,2008.0,3853.0,3.7,0.05,314.65012293,,,,,,0.45,,8.1,,M2/3 V
GJ 849 b,GJ 849,1,2,Radial Velocity,2006.0,1925.31,2.32,0.029,283.82076745,,,,3467.0,0.45,0.45,-1.59,,0.09,M3.5
GJ 179 b,GJ 179,1,1,Radial Velocity,2009.0,2288.0,2.41,0.21,260.61,,,,3370.0,0.38,0.357,-1.796,,0.3,M3.5 V
GJ 581 b,GJ 581,1,3,Radial Velocity,2005.0,5.3686,0.0399,0.0342,20.5,,,,3500.0,0.302,0.295,-1.90781,,-0.08,M3.0 V
GJ 581 c,GJ 581,1,3,Radial Velocity,2007.0,12.9211,0.0718,0.032,6.81,,,,3500.0,0.302,0.295,-1.90781,,-0.08,M3.0 V
GJ 581 e,GJ 581,1,3,Radial Velocity,2009.0,3.1481,0.02799,0.012,2.48,,,,3500.0,0.302,0.295,-1.90781,,-0.08,M3.0 V
GJ 86 b,GJ 86,2,1,Radial Velocity,1999.0,15.76491,0.11,0.04,1404.8086,,,,5182.0,0.77,0.93,,,-0.22,
GJ 876 b,GJ 876,1,4,Radial Velocity,1998.0,61.1166,0.208317,0.0324,723.2235,,,,,0.3,0.32,-1.90658,1.0,,
GJ 876 c,GJ 876,1,4,Radial Velocity,2000.0,30.0881,0.12959,0.25591,226.9846,,,,,0.3,0.32,-1.90658,1.0,,
GJ 876 d,GJ 876,1,4,Radial Velocity,2005.0,1.93778,0.02080665,0.207,6.83,,,,,0.3,0.32,-1.90658,1.0,,
GJ 876 e,GJ 876,1,4,Radial Velocity,2010.0,124.26,0.3343,0.055,14.6,,,,,0.3,0.32,-1.90658,1.0,,
GQ Lup b,GQ Lup,1,1,Imaging,2004.0,,100.0,,6356.0,33.6,,2650.0,,,0.7,,0.001,,K7e V
GSC 06214-00210 b,GSC 06214-00210,1,1,Imaging,2010.0,,320.0,,5000.0,,,2300.0,4200.0,,0.9,-0.42,0.005,,K7
HAT-P-12 b,HAT-P-12,1,1,Transit,2009.0,3.2130598,0.0384,0.0,67.059,10.749,0.3192,963.0,4650.0,0.701,0.733,-0.678,2.5,-0.29,K4
HAT-P-13 b,HAT-P-13,1,2,Transit,2009.0,2.91625,,0.0133,270.462,14.258,,,,,,,,,
HAT-P-13 c,HAT-P-13,1,2,Radial Velocity,2009.0,446.27,,0.6616,4538.421,,,,,,,,,,
HAT-P-14 b,HAT-P-14,2,1,Transit,2010.0,4.62767,,0.11,1093.3352,15.91678,,,6600.0,1.82,2.65,,,0.11,
HAT-P-15 b,HAT-P-15,1,1,Transit,2010.0,10.8635,,0.19,616.5902,11.88154,,,5568.0,1.07,1.0,,,0.22,
HAT-P-16 b,HAT-P-16,3,1,Transit,2010.0,,,,,14.68376472,2.479989,1566.0,,,,,,,F8
HAT-P-17 b,HAT-P-17,1,2,Transit,2010.0,10.33852,,0.35,184.3414,11.76945,,,5246.0,0.87,0.99,,,0.0,
Kepler-123 b,Kepler-123,1,2,Transit,2014.0,17.232366,0.135,,,2.94,,,6089.0,1.264,,,,,
Kepler-769 b,Kepler-769,1,2,Transit,2016.0,7.42608998,,,,2.92,,,6186.0,1.28,1.19,,2.88,0.06,
HAT-P-17 c,HAT-P-17,1,2,Radial Velocity,2010.0,5584.0,5.6,0.39,1080.6,,,,5336.96,0.838682,0.92,-0.28893,,0.0512,
HAT-P-18 b,HAT-P-18,1,1,Transit,2010.0,5.508023,0.0559,0.084,62.61,11.153,0.25,852.0,4803.0,0.749,0.77,-0.569,12.4,0.1,K2
HAT-P-19 b,HAT-P-19,1,1,Transit,2010.0,4.00878322,0.04599,,88.03846874,11.29865255,0.335,981.2,4962.0,0.773,0.807,-0.48545,7.2,0.166,
HAT-P-1 b,HAT-P-1,2,1,Transit,2006.0,4.46529976,0.05561,,166.86075,14.784671,0.282,1322.0,5980.0,1.174,1.151,,,0.13,
HAT-P-20 b,HAT-P-20,1,1,Transit,2010.0,2.875317,0.0361,0.015,2302.899,9.718,13.78,970.0,4595.0,0.694,0.756,-0.721,6.7,0.35,K3
HAT-P-21 b,HAT-P-21,1,1,Transit,2010.0,4.12448,,0.23,1547.8321,12.44199,,,5588.0,1.21,1.24,,,0.01,
HAT-P-22 b,HAT-P-22,2,1,Transit,2010.0,3.21222,,0.02,785.0401,12.89035,,,5302.0,1.11,1.13,,,0.24,
HAT-P-23 b,HAT-P-23,1,1,Transit,2010.0,1.212884,0.0232,0.106,664.237,15.334,1.01,2056.0,5905.0,1.203,1.13,0.199,4.0,0.15,G0
HAT-P-24 b,HAT-P-24,2,1,Transit,2010.0,3.35524,,0.07,238.3725,14.5717,,,6373.0,1.38,1.37,,,-0.16,
HAT-P-25 b,HAT-P-25,1,1,Transit,2010.0,3.65281514,0.0466,0.023,180.84527,12.722215,0.483,1182.0,5519.0,0.919,1.012,-0.15181,,0.294,
HAT-P-26 b,HAT-P-26,1,1,Transit,2010.0,4.23452,,0.12,22.2481,7.06167,,,5079.0,0.87,1.12,,,-0.04,
HAT-P-27 b,HAT-P-27,2,1,Transit,2011.0,3.039577,0.04,0.0,197.05,11.43,,,5316.0,0.864673,0.916,-0.26926,,0.3,
HAT-P-28 b,HAT-P-28,1,1,Transit,2011.0,3.257215,0.0434,0.051,198.953,13.585,0.44,1384.0,5680.0,1.103,1.025,0.053,6.1,0.12,G3
HAT-P-29 b,HAT-P-29,2,1,Transit,2011.0,5.72319,,0.09,279.6904,13.11453,,,6087.0,1.3,1.45,,,0.21,
HAT-P-2 b,HAT-P-2,1,2,Transit,2007.0,5.6335158,0.06814,0.5172,2739.6946,,,,6380.0,1.39,1.33,0.53,1.44,0.18,F8
HAT-P-30 b,HAT-P-30,2,1,Transit,2011.0,2.8106,,0.04,263.7989,16.14096,,,6304.0,1.31,1.55,,,0.13,
HAT-P-31 b,HAT-P-31,1,1,Transit,2011.0,5.00542,,0.25,721.4741,12.21781,,,6065.0,1.39,1.31,,,0.15,
HAT-P-32 b,HAT-P-32,2,1,Transit,2011.0,2.1500082,0.03397,0.159,216.1244,22.19382,0.108,1835.7,6001.0,1.367,1.132,0.33806,,-0.16,
HAT-P-33 b,HAT-P-33,2,1,Transit,2011.0,3.47447,,0.0,292.4036,20.73665,,,6446.0,1.79,1.82,,,0.05,
HAT-P-34 b,HAT-P-34,1,1,Transit,2011.0,5.452654,0.06774,0.432,1058.3739,13.417173,2.5,,6442.0,1.53,1.392,,1.7,0.22,
Kepler-1735 b,Kepler-1735,1,1,Transit,2021.0,7.71792984,,,,1.19429134,,,3975.0,0.509,0.535,,,-0.34,
HAT-P-35 b,HAT-P-35,3,1,Transit,2011.0,3.646706,0.04978,0.02,335.62848,14.930388,0.55,,6096.0,1.435,1.236,,3.5,0.11,
HAT-P-36 b,HAT-P-36,1,1,Transit,2011.0,1.32734683,0.0241,,587.413406,14.313893,1.175,1780.97,5620.0,1.041,1.03,,,,
HAT-P-37 b,HAT-P-37,1,1,Transit,2011.0,2.797436,0.0379,0.058,371.528,13.204,0.89,1271.0,5500.0,0.877,0.929,-0.208,,0.03,
HAT-P-3 b,HAT-P-3,2,1,Transit,2007.0,2.8997,,0.0,206.5895,10.53646,,,5185.0,0.87,1.06,,,0.27,
HAT-P-4 b,HAT-P-4,2,1,Transit,2007.0,3.056536,0.04438,0.0,213.255,14.28,0.403,1686.0,5860.0,1.596,1.248,0.431,,,
HAT-P-5 b,HAT-P-5,1,1,Transit,2007.0,2.78849,,0.0,311.4734,13.56289,,,5960.0,1.12,1.04,,,0.24,
HAT-P-6 b,HAT-P-6,1,1,Transit,2007.0,3.85298,,0.0,419.5356,16.58932,,,6570.0,1.62,1.79,,,-0.13,
HAT-P-8 b,HAT-P-8,3,1,Transit,2008.0,3.07634,,0.0,406.8224,15.6926,,,6200.0,1.57,1.27,,,0.01,
HAT-P-9 b,HAT-P-9,1,1,Transit,2008.0,3.92281072,0.05287,0.084,238.05467,15.614137,0.342,1540.0,6350.0,1.338,1.281,0.4183,,0.12,
HD 100655 b,HD 100655,2,1,Radial Velocity,2011.0,157.57001,0.68,0.09,511.7063,,,,4891.0,10.06,2.28,,,0.07,
Kepler-765 b,Kepler-765,1,1,Transit,2016.0,27.6655226,,,,2.43,,,5901.0,1.06,1.05,,3.72,0.04,
HD 100777 b,HD 100777,1,1,Radial Velocity,2007.0,383.0,1.06,0.38,390.92894061,,,,,,1.08,,5.7,,G8 V
HD 10180 c,HD 10180,1,6,Radial Velocity,2010.0,5.75969,0.06412,0.073,13.221728,,,,5911.0,1.109,1.06,,,0.08,
HD 10180 d,HD 10180,1,6,Radial Velocity,2010.0,16.357,0.12859,0.131,12.013974,,,,5911.0,1.109,1.06,,,0.08,
HD 10180 e,HD 10180,1,6,Radial Velocity,2010.0,49.748,0.2699,0.051,25.585315,,,,5911.0,1.109,1.06,,,0.08,
HD 10180 f,HD 10180,1,6,Radial Velocity,2010.0,122.744,0.4929,0.119,22.947326,,,,5911.0,1.109,1.06,,,0.08,
HD 10180 g,HD 10180,1,6,Radial Velocity,2010.0,604.67,1.427,0.263,23.265156,,,,5911.0,1.109,1.06,,,0.08,
HD 10180 h,HD 10180,1,6,Radial Velocity,2010.0,2205.0,3.381,0.095,65.663678,,,,5911.0,1.109,1.06,,,0.08,
HD 101930 b,HD 101930,2,1,Radial Velocity,2005.0,70.46,0.3,0.11,79.4575,,,,5108.0,0.86,0.57,,,0.15,
HD 102117 b,HD 102117,1,1,Radial Velocity,2005.0,20.8133,0.15,0.12,54.0311,,,,5655.0,1.23,1.06,,,0.28,
HD 102195 b,HD 102195,1,1,Radial Velocity,2006.0,4.11377,0.05,0.0,130.3103,,,,5301.0,0.82,0.76,,,0.04,
Kepler-763 d,Kepler-763,1,3,Transit,2023.0,6.50327035,0.0634,0.0,,1.67,,804.0,4999.0,0.843,0.8,,,0.18,
HD 102272 b,HD 102272,1,1,Radial Velocity,2008.0,127.58,0.51,0.05,1570.0802,,,,4790.0,10.3,1.45,,,-0.41,
HD 102329 b,HD 102329,1,2,Radial Velocity,2011.0,778.09998,1.81,0.21,2593.4928,,,,4745.0,9.82,3.21,,,0.05,
HD 102365 b,HD 102365,2,1,Radial Velocity,2010.0,122.1,0.46,0.34,16.0,,,,5630.0,,0.85,,9.0,-0.26,
HD 102956 b,HD 102956,2,1,Radial Velocity,2010.0,6.4947,0.0807,0.037,305.1168,,,,4985.0,4.55,1.66,,,,
HD 103197 b,HD 103197,1,1,Radial Velocity,2009.0,47.84,0.25,0.0,28.6047,,,,5250.0,0.88,0.8,,,0.22,
HD 104067 b,HD 104067,1,2,Radial Velocity,2009.0,55.851,0.2674,0.123,62.1,,,,4952.0,0.78,0.82,,,0.11,
HD 104985 b,HD 104985,1,1,Radial Velocity,2003.0,199.68,0.715,0.047,1766.80811451,,,,4738.0,11.12,1.22,1.76989,,-0.32,G9 III
HD 106252 b,HD 106252,1,1,Radial Velocity,2002.0,1535.0,2.655,0.48,3178.28407,,,,,,1.05,0.1232,3.0,-0.06,G0
HD 106270 b,HD 106270,1,1,Radial Velocity,2011.0,1888.0,3.34,0.185,3219.6179,,,,5509.0,2.66,1.39,,,,
HD 10647 b,HD 10647,1,1,Radial Velocity,2006.0,989.2,2.015,0.15,298.75,,,,6218.0,1.1,1.11,0.149,1.4,0.0,F9 V
HD 10697 b,HD 10697,1,1,Radial Velocity,1999.0,1075.3799,2.051,0.104,1825.2885414,,,,,,0.99,,,,
HD 107148 b,HD 107148,2,2,Radial Velocity,2005.0,48.056,0.269,0.05,66.741,,,,5797.0,,1.12,,,0.314,
HD 108147 b,HD 108147,1,1,Radial Velocity,2002.0,10.8985,0.102,0.53,82.95,,,,6255.73,1.20664,1.22,0.30297,,0.1803,
HD 108863 b,HD 108863,1,1,Radial Velocity,2011.0,437.7,1.32,0.032,767.24162,,,,4878.0,5.74,1.59,,,,
HD 108874 b,HD 108874,1,2,Radial Velocity,2002.0,394.48123,1.04,0.13,451.3186,,,,5600.0,1.05,1.1,,,0.26,
HD 108874 c,HD 108874,1,2,Radial Velocity,2005.0,1624.0,2.659,0.239,314.64,,,,5551.0,,0.95,,,0.19,G5
HD 109246 b,HD 109246,1,1,Radial Velocity,2010.0,68.27,0.33,0.12,273.3338,,,,5844.0,1.07,1.2,,,0.1,
HD 109749 b,HD 109749,2,1,Radial Velocity,2005.0,5.239891,0.0615,0.0,85.8141,,,,5824.0,1.22,1.13,0.19,3.3,0.24,G3 V
HD 110014 b,HD 110014,1,1,Radial Velocity,2009.0,835.477,2.14,0.462,3524.59,,,,4445.0,20.9,2.17,,0.95,0.19,K2 III
HD 111232 b,HD 111232,1,2,Radial Velocity,2003.0,1169.13202,2.148,0.214,2531.50326176,,,,,,0.96,,,,
HD 113538 b,HD 113538,1,2,Radial Velocity,2010.0,663.2,1.24,0.14,114.41,,,,4462.0,0.53,0.585,,4.3,-0.24,K9 V
HD 113538 c,HD 113538,1,2,Radial Velocity,2010.0,1818.0,2.44,0.2,295.57,,,,4462.0,0.53,0.585,,4.3,-0.24,K9 V
HD 114386 b,HD 114386,1,1,Radial Velocity,2003.0,937.70001,1.73,0.23,362.3262,,,,4836.0,0.76,0.6,,,-0.05,
HD 114729 b,HD 114729,2,1,Radial Velocity,2002.0,1121.79,2.067,0.079,262.20975,,,,5844.0,1.473,0.936,,10.116,-0.33,
HD 114783 b,HD 114783,1,2,Radial Velocity,2001.0,493.7,1.16,0.144,349.6,,,,5135.0,,0.853,,,0.21,K0
HD 11506 b,HD 11506,1,3,Radial Velocity,2007.0,1617.7,2.885,0.379,1525.5763536,,,,6123.0,,1.22,,2.5,0.3,G0 V
HD 11506 c,HD 11506,1,3,Radial Velocity,2008.0,223.92,0.771,0.228,127.1313628,,,,6123.0,,1.22,,2.5,0.3,G0 V
HD 116029 b,HD 116029,2,2,Radial Velocity,2011.0,670.0,1.65,0.0,444.962,,,,4819.0,4.89,0.83,,,0.09,
HD 117207 b,HD 117207,1,1,Radial Velocity,2004.0,2621.75,3.787,0.157,612.14058,,,,5732.0,1.074,1.053,,4.192,0.19,
HD 117618 b,HD 117618,1,1,Radial Velocity,2004.0,25.8,0.18,0.15,55.30242,,,,5990.0,,1.077,,,,
HD 118203 b,HD 118203,1,2,Radial Velocity,2005.0,6.1349779,0.0713,0.3136,680.15279098,12.778238,1.79,1361.0,5742.0,2.04,1.27,,4.73,0.287,
HD 11964 b,HD 11964,2,2,Radial Velocity,2005.0,1945.0,3.16,0.041,198.0,,,,5303.0,2.00971,0.91,0.45905,,0.1,
HD 11964 c,HD 11964,2,2,Radial Velocity,2008.0,37.91,0.229,0.3,25.0,,,,5303.0,2.00971,0.91,0.45905,,0.1,
HD 11977 b,HD 11977,1,1,Radial Velocity,2005.0,711.0,1.93,0.4,2080.0,,,,4970.0,10.09,1.91,,1.2,-0.21,
HD 121504 b,HD 121504,1,1,Radial Velocity,2003.0,63.33,0.33,0.03,479.9233,,,,6027.0,1.07,1.62,,,0.15,
HD 125595 b,HD 125595,1,1,Radial Velocity,2009.0,9.6737,0.08,0.0,6.3566,,,,4691.0,0.74,0.29,,,0.08,
HD 125612 b,HD 125612,2,3,Radial Velocity,2007.0,557.69994,1.349,0.446,945.22168242,,,,,,1.05,,,,
HD 125612 c,HD 125612,2,3,Radial Velocity,2009.0,4.15466,0.051,0.149,15.57359194,,,,,,1.05,,,,
HD 125612 d,HD 125612,2,3,Radial Velocity,2009.0,2822.72698,3.982,0.115,2281.37230545,,,,,,1.05,,,,
Kepler-744 b,Kepler-744,1,1,Transit,2016.0,12.06222443,,,,1.62,,,5594.0,0.93,0.94,,5.13,0.0,
HD 126525 b,HD 126525,1,1,Radial Velocity,2018.0,960.41,1.837,0.035,75.32571,,,,5638.0,0.979,0.897,,9.67,-0.1,
HD 126614 b,HD 126614,3,1,Radial Velocity,2009.0,1257.25303,2.249,0.548,107.74382997,,,,,,0.96,,,,
HD 12661 b,HD 12661,1,2,Radial Velocity,2000.0,262.70862,0.84,0.38,772.3269,,,,5645.0,1.2,1.2,,,0.36,
HD 12661 c,HD 12661,1,2,Radial Velocity,2002.0,1708.0,2.8145,0.031,575.884,,,,5748.0,1.11,1.02,0.063,6.39,0.36,
HD 128311 b,HD 128311,1,2,Radial Velocity,2002.0,453.019,1.084,0.303,562.24127,,,,,0.76,0.828,,0.96,,
HD 128311 c,HD 128311,1,2,Radial Velocity,2005.0,921.538,1.74,0.159,1204.25787,,,,,0.76,0.828,,0.96,,
HD 129445 b,HD 129445,1,1,Radial Velocity,2009.0,1840.0,2.9,0.7,508.507,,,,,,0.99,,,0.25,G6 V
HD 130322 b,HD 130322,1,1,Radial Velocity,1999.0,10.70871,0.0925,0.029,365.49,,,,5387.0,0.85,0.92,,,,
HD 131496 b,HD 131496,1,1,Radial Velocity,2011.0,896.0,2.01,0.181,572.094,,,,4846.0,4.44,1.34,,,,
Kepler-764 b,Kepler-764,1,1,Transit,2016.0,7.33683936,,,,1.64,,,5557.0,0.89,0.92,,4.17,-0.06,
HD 13189 b,HD 13189,1,1,Radial Velocity,2005.0,471.60001,1.25,0.27,3480.2385,,,,4175.0,38.41,2.24,,,-0.37,
HD 132406 b,HD 132406,1,1,Radial Velocity,2007.0,908.0,,0.25,1887.90073758,,,,,,0.973,,,,
HD 132563 b,HD 132563,3,1,Radial Velocity,2011.0,1544.0,2.62,0.22,473.547,,,,6289.0,1.29577,1.231,0.37408,,,
HD 134060 b,HD 134060,1,2,Radial Velocity,2019.0,3.2696,0.0444,0.45,10.1,,,,5966.0,,1.095,0.15836,,0.14,G3 IV
HD 134060 c,HD 134060,1,2,Radial Velocity,2019.0,1291.5646,2.3928,0.11,29.29,,,,5966.0,,1.095,0.15836,,0.14,G3 IV
HD 134987 b,HD 134987,1,2,Radial Velocity,1999.0,258.17999,0.81,0.23,511.7063,,,,5736.0,1.22,1.1,,,0.28,
HD 134987 c,HD 134987,1,2,Radial Velocity,2009.0,5000.0,5.8,0.12,260.0,,,,5585.0,1.25,1.1,0.25527,8.4,0.28,G5 V
HD 136352 b,HD 136352,1,3,Radial Velocity,2019.0,11.57797,0.0964,0.0,4.72,1.664,5.623888,905.0,5664.0,1.058,0.87,0.0162,12.3,-0.24,
HD 136352 c,HD 136352,1,3,Radial Velocity,2019.0,27.59221,0.1721,0.0,11.24,2.916,2.497668,677.0,5664.0,1.058,0.87,0.0162,12.3,-0.24,
HD 136352 d,HD 136352,1,3,Radial Velocity,2019.0,107.245,0.425,0.0,8.82,2.562,2.878108,431.0,5664.0,1.058,0.87,0.0162,12.3,-0.24,
Kepler-112 b,Kepler-112,1,2,Transit,2014.0,8.408878,0.076,,,2.36,,,5544.0,0.841,,,,,
HD 136418 b,HD 136418,1,1,Radial Velocity,2009.0,464.29999,1.29,0.25,680.1562,,,,4989.0,3.78,1.48,,,-0.11,
HD 137388 b,HD 137388,1,1,Radial Velocity,2011.0,330.0,0.89,0.36,63.566,,,,5181.0,0.88,0.68,,,0.19,
HD 13808 b,HD 13808,1,2,Radial Velocity,2021.0,14.1815,0.10519,0.071,11.2,,,,5035.0,0.781,0.771,,7.2,-0.21,K2 V
HD 13808 c,HD 13808,1,2,Radial Velocity,2021.0,53.753,0.2554,0.156,9.96,,,,5035.0,0.781,0.771,,7.2,-0.21,K2 V
HD 13931 b,HD 13931,1,1,Radial Velocity,2009.0,4218.0,5.15,0.02,699.226,,,,5867.0,1.25,1.3,,,0.05,
HD 139357 b,HD 139357,1,1,Radial Velocity,2008.0,1124.79139,2.949,0.099,6315.5682755,,,,,,2.69,,,,
HD 141937 b,HD 141937,1,1,Radial Velocity,2002.0,653.21997,1.5,0.41,3079.7727,,,,5870.0,1.03,1.09,,,0.11,
HD 142022 A b,HD 142022 A,2,1,Radial Velocity,2005.0,1928.0,2.93,0.53,1411.1652,,,,5421.0,1.04,0.9,,,0.19,
HD 142245 b,HD 142245,3,1,Radial Velocity,2011.0,1299.0,2.78,0.0,975.7381,,,,4922.0,4.63,3.5,,,0.17,
HD 142415 b,HD 142415,1,1,Radial Velocity,2003.0,386.29999,1.06,0.5,530.7761,,,,5940.0,1.04,1.07,,,0.13,
Kepler-267 b,Kepler-267,1,3,Transit,2014.0,3.353728,0.037,,,1.98,,,4258.0,0.555,,,,,
HD 142 b,HD 142,2,3,Radial Velocity,2001.0,351.43394,1.039,0.158,396.96768034,,,,,,1.21,,,,
HD 143361 b,HD 143361,1,1,Radial Velocity,2008.0,1039.15,1.988,0.197,1122.57556,,,,5507.0,0.916,0.968,,2.942,0.14,
HD 145377 b,HD 145377,1,1,Radial Velocity,2008.0,103.95,0.45,0.31,1913.3366,,,,6014.0,1.05,1.2,,,0.11,
HD 145457 b,HD 145457,1,1,Radial Velocity,2010.0,176.13,0.762,0.111,888.01256916,,,,4757.0,9.9,1.9,1.65514,,-0.14,
HD 1461 b,HD 1461,1,2,Radial Velocity,2010.0,5.77152,0.0634,0.172,6.44,,,,5765.0,,1.02,,,0.19,G0 V
HD 1461 c,HD 1461,1,2,Radial Velocity,2015.0,13.5052,0.1117,0.305,5.59,,,,5765.0,,1.02,,,0.19,G0 V
