pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmasse,pl_rade,pl_dens,pl_eqt,st_teff,st_rad,st_mass,st_lum,st_age,st_met,st_spectype
Kepler-1759 b,Kepler-1759,1,1,Transit,2021.0,3.720230103,,,,0.9037791,,,5017.0,0.797,0.76,,,-0.02,
TOI-6478 b,TOI-6478,2,1,Transit,2025.0,34.005019,0.1136,,,4.6,,204.4,3230.0,0.234,0.23,,6.0,-0.53,M4.0+/-0.5
Kepler-313 b,Kepler-313,1,2,Transit,2014.0,14.970418,0.125,,,2.53,,,5727.0,1.536,,,,,
Kepler-1760 b,Kepler-1760,1,1,Transit,2021.0,38.3260994,,,,2.28995546,,,5229.0,0.903,0.821,,,0.08,
Kepler-1761 b,Kepler-1761,1,1,Transit,2021.0,4.043540001,,,,1.39109603,,,3871.0,0.532,0.573,,,0.07,
Kepler-920 b,Kepler-920,1,2,Transit,2016.0,6.53192704,,,,2.42,,,5403.0,0.85,0.89,,4.37,0.0,
Kepler-921 b,Kepler-921,1,1,Transit,2016.0,51.300634,,,,2.87,,,5663.0,0.91,0.93,,4.27,-0.12,
rho CrB d,rho CrB,1,4,Radial Velocity,2023.0,282.2,0.827,0.0,21.6,,,,5817.0,1.34,0.95,0.26007,10.2,-0.2,
rho CrB e,rho CrB,1,4,Radial Velocity,2023.0,12.949,0.1061,0.126,3.79,,,,5817.0,1.34,0.95,0.26007,10.2,-0.2,
TOI-1634 c,TOI-1634,2,2,Radial Velocity,2022.0,103.0,,0.0,,,,,3472.0,0.45,0.451,-1.5784,,0.19,
HD 22946 d,HD 22946,1,3,Transit,2023.0,47.42489,0.2958,,26.57,2.607,10.8,546.0,6169.0,1.117,1.098,,2.5,-0.08,
HIP 81208 C b,HIP 81208 C,3,1,Imaging,2023.0,104100.0,23.04,,4703.8604236,,,2050.0,,,0.135,,0.017,,M
MOA-2022-BLG-249L b,MOA-2022-BLG-249L,1,1,Microlensing,2023.0,,1.63,,4.83,,,,,,0.18,,,,
DMPP-4 b,DMPP-4,1,1,Radial Velocity,2023.0,3.4982,0.04853,0.063,12.2,,,,6400.0,1.38,1.25,0.45939,2.15,-0.007,F5-F8 V
TOI-1470 c,TOI-1470,1,2,Transit,2023.0,18.08816,0.106,0.5,7.24,2.47,2.66,373.0,3709.0,0.469,0.471,-1.42481,1.3,0.0,M1.5 V
GJ 367 c,GJ 367,1,3,Radial Velocity,2023.0,11.5301,,0.09,4.13,,,,3522.0,0.458,0.455,-1.5391,,-0.01,M1.0 V
GJ 367 d,GJ 367,1,3,Radial Velocity,2023.0,34.369,,0.14,6.03,,,,3522.0,0.458,0.455,-1.5391,,-0.01,M1.0 V
HN Lib b,HN Lib,1,1,Radial Velocity,2023.0,36.116,0.1417,0.079,5.46,,,234.4,3347.0,0.299,0.291,-1.99542,4.4,-0.18,M4.0 V
TOI-1052 c,TOI-1052,1,2,Radial Velocity,2023.0,35.806,0.2263,0.237,34.3,,,719.0,6146.0,1.264,1.204,,2.3,0.14,
HD 6860 b,HD 6860,1,1,Radial Velocity,2023.0,663.87,2.03,0.28,8981.83078182,,,,3802.0,86.4,2.49,3.22398,,-0.03,M0 III
HD 112300 b,HD 112300,1,1,Radial Velocity,2023.0,466.63,1.33,0.36,5031.22368281,,,,3657.0,65.8,1.4,2.70121,,-0.06,M1 III
TOI-6109 b,TOI-6109,1,2,Transit,2025.0,5.690476,0.0599,,,4.8704,,,5660.0,1.021,1.03,-0.05453,0.075,,G3
Kepler-922 b,Kepler-922,1,1,Transit,2016.0,0.938466832,,,,1.42,,,5671.0,0.93,0.95,,4.37,-0.05,
Kepler-943 b,Kepler-943,1,1,Transit,2016.0,49.7701438,,,,5.93,,,5612.0,0.91,0.93,,4.27,-0.07,
Kepler-945 b,Kepler-945,1,1,Transit,2016.0,31.0033814,,,,2.63,,,5718.0,0.97,0.97,,4.47,-0.01,
HD 36384 b,HD 36384,1,1,Radial Velocity,2023.0,490.0,1.3,0.2,2097.6674862,,,,3940.0,38.4,1.14,2.58915,0.113,-0.16,M0 III
MWC 758 c,MWC 758,1,1,Imaging,2023.0,,100.0,,,,,500.0,,,1.5,,0.0035,,A8Ve
Kepler-944 b,Kepler-944,1,1,Transit,2016.0,43.3167737,,,,2.63,,,5409.0,0.83,0.86,,4.47,-0.11,
TOI-4600 c,TOI-4600,1,2,Transit,2023.0,482.8191,1.152,0.21,2946.26933289,9.42,,191.0,5170.0,0.81,0.89,-0.37675,2.3,0.16,K V
Kepler-942 b,Kepler-942,1,1,Transit,2016.0,44.96417488,,,,2.13,,,4861.0,0.75,0.81,,4.17,0.09,
Kepler-120 c,Kepler-120,1,2,Transit,2014.0,12.794585,0.088,,,1.53,,,4096.0,0.534,,,,,
TOI-6628 b,TOI-6628,1,1,Transit,2025.0,18.18424,0.134,0.67,235.19302118,10.98480109,0.98,833.0,5463.0,1.01,0.97,-0.08778,7.5,0.36,
TOI-198 b,TOI-198,1,1,Transit,2023.0,10.2152,0.1,,,1.44,,368.0,3650.0,0.441,0.467,,5.3,-0.7,M0 V
HD 73256 c,HD 73256,1,1,Radial Velocity,2023.0,2690.0,3.8,0.16,5085.254512,,,,,,1.0,,2.2,,G8 IV
HD 75302 b,HD 75302,1,1,Radial Velocity,2023.0,4356.0,5.3,0.39,1716.2733978,,,,,,1.06,,2.1,,G5 V
HD 108202 b,HD 108202,1,1,Radial Velocity,2023.0,2990.0,3.7,0.52,953.485221,,,,,,0.74,,6.5,,K4/5 V
HD 135625 b,HD 135625,1,1,Radial Velocity,2023.0,4055.0,5.4,0.16,731.0053361,,,,,,1.28,,4.4,,G3 IV/V
HD 185283 b,HD 185283,1,1,Radial Velocity,2023.0,4060.0,4.6,0.07,413.1769291,,,,,,0.8,,6.0,,K3 V
GJ 9404 b,GJ 9404,1,1,Radial Velocity,2023.0,13.4586,0.0943,0.49,11.9,,,,,,0.62,,,,
HIP 29442 c,TOI-469,1,3,Radial Velocity,2023.0,3.5379559,0.04518,,4.5,1.551,,1123.0,5289.0,0.98,0.901,,11.2,0.24,
HIP 29442 d,TOI-469,1,3,Radial Velocity,2023.0,6.429575,0.0673,,5.14,1.538,,920.0,5289.0,0.98,0.901,,11.2,0.24,
KMT-2021-BLG-2010L b,KMT-2021-BLG-2010L,1,1,Microlensing,2023.0,,1.79,,340.07639549,,,,,,0.37,,,,
KMT-2022-BLG-0371L b,KMT-2022-BLG-0371L,1,1,Microlensing,2023.0,,3.02,,82.63538582,,,,,,0.63,,,,
KMT-2022-BLG-1013L b,KMT-2022-BLG-1013L,1,1,Microlensing,2023.0,,1.38,,98.52680617,,,,,,0.18,,,,
Kepler-1651 b,Kepler-1651,2,1,Transit,2017.0,9.87863917,,0.13,,1.84,,,3713.0,0.503,0.522,-1.368,,-0.16,
HD 99492 c,HD 99492,2,2,Radial Velocity,2023.0,95.233,,0.063,17.9,,,,4929.0,,0.85,,,0.3,K2 V
75 Cet c,75 Cet,2,2,Radial Velocity,2023.0,2051.62,3.929,0.023,289.85950718,,,,4809.0,10.38,1.92,1.7145,,0.1,G3 III
HIP 113103 b,HIP 113103,1,2,Transit,2023.0,7.610303,0.06899,0.17,,1.829,,721.0,4930.0,0.742,0.761,,0.47,-0.1,
HIP 113103 c,HIP 113103,1,2,Transit,2023.0,14.245648,0.10479,0.17,,2.4,,585.0,4930.0,0.742,0.761,,0.47,-0.1,
HAT-P-2 c,HAT-P-2,1,2,Radial Velocity,2023.0,8500.0,,0.37,3400.7639549,,,,,,1.33,,,,
TOI-199 c,TOI-199,1,2,Transit Timing Variations,2023.0,273.69,0.807,0.096,88.99195396,,,,5255.0,0.82,0.936,-0.33819,0.8,0.22,G9 V
TOI-6651 b,TOI-6651,1,1,Transit,2024.0,5.056973,0.0633,0.091,61.0,5.09,2.52,1493.0,5940.0,1.721,1.323,0.52244,3.71,0.225,
Kepler-1777 b,Kepler-1777,1,1,Transit,2021.0,12.18420029,,,,2.13189678,,,5771.0,1.068,0.984,,,0.06,
NGTS-35 b,NGTS-35,1,1,Transit,2025.0,25.241192,0.16,0.192,152.0,10.9,,451.0,4717.0,0.753,0.789,-0.59688,1.5,0.085,K3.5 V
Kepler-1034 b,Kepler-1034,1,1,Transit,2016.0,12.12400943,,,,2.26,,,5198.0,0.8,0.83,,4.79,-0.06,
TOI-6692 b,TOI-6692,1,1,Transit,2026.0,131.125,0.512,0.537,197.05361234,11.67975789,,467.0,5890.0,1.385,1.047,0.31806,7.8,-0.008,
TOI-6695 b,TOI-6695,1,2,Transit,2025.0,80.389,0.402,0.04,66.74396547,9.52763359,0.41,599.0,6400.0,1.517,1.338,0.54033,2.1,0.2,F5V-G0V
Kepler-109 c,Kepler-109,1,2,Transit,2014.0,21.22265,0.1546,0.098,8.2,2.65,2.4,859.0,5950.0,1.387,1.094,,6.2,-0.02,
Kepler-1978 b,Kepler-1978,1,1,Transit,2023.0,10.84969477,0.0914,0.0,,2.67,,676.0,5251.0,0.778,0.869,,,-0.04,
Kepler-951 b,Kepler-951,2,1,Transit,2016.0,71.52530845,,,,5.59,,,4834.0,0.73,0.77,,4.27,-0.01,
Kepler-323 c,Kepler-323,1,2,Transit,2014.0,3.5538229,0.0458,0.095,6.8,1.57,9.6,1431.0,6004.0,1.12,1.015,,5.4,-0.14,
TOI-6716 b,TOI-6716,1,1,Transit,2026.0,4.7185898,0.0319,0.88,,0.982,,369.0,3110.0,0.231,0.223,,,0.0,M4
HIP 66074 b,HIP 66074,1,1,Astrometry,2023.0,310.9,0.799,0.948,1589.142035,,,,4300.0,0.69,0.705,-0.81816,7.9,0.12,
Kepler-1513 c,Kepler-1513,1,2,Transit Timing Variations,2023.0,841.4,,0.125,84.54235626,,,,5491.0,0.95,0.943,-0.12901,7.0,0.17,G V
GJ 724 b,GJ 724,1,1,Radial Velocity,2023.0,5.101284,0.04685,0.577,10.75,,,611.0,3799.0,0.52226,0.5271,-1.2909,,-0.02,M1.0 V
GJ 3988 b,GJ 3988,1,1,Radial Velocity,2023.0,6.9442,0.0405,0.0,3.69,,,348.0,3273.0,0.19734,0.1842,-2.39513,,-0.12,M4.5 V
AU Mic e,AU Mic,1,4,Radial Velocity,2025.0,33.11,,,21.1,,,,3665.0,0.82,0.6,-0.99,0.0185,0.12,
Kepler-1773 b,Kepler-1773,1,1,Transit,2021.0,40.80970001,,,,3.50469499,,,6183.0,1.3,1.241,,,0.26,
Kepler-1024 b,Kepler-1024,1,1,Transit,2016.0,66.4162133,,,,3.91,,,5143.0,0.78,0.81,,5.25,-0.1,
Kepler-967 b,Kepler-967,1,2,Transit,2016.0,13.22713379,,,,2.35,,,5178.0,0.8,0.84,,5.89,-0.03,
Kepler-49 c,Kepler-49,1,4,Transit,2012.0,10.91,,0.008,8.38,2.444,3.109679,,4095.6,0.618,0.607,,,,
Kepler-975 b,Kepler-975,1,2,Transit,2016.0,1.970342457,,,,1.48,,,4897.0,0.75,0.8,,3.89,0.07,
Kepler-1775 b,Kepler-1775,1,1,Transit,2021.0,85.65399933,,,,3.64762153,,,5818.0,1.647,1.149,,,0.24,
TOI-1736 c,TOI-1736,1,2,Radial Velocity,2023.0,571.25,1.37,0.3685,2441.0,,,,5636.0,1.4286,1.0373,0.27068,9.2,0.148,
AU Mic d,AU Mic,1,4,Transit Timing Variations,2023.0,12.73596,,0.00305,1.053,,,,3678.0,0.744,0.51,-1.0381,0.0201,0.23,
GJ 806 b,GJ 806,1,2,Transit,2023.0,0.9263237,0.01406,,1.9,1.331,4.4,940.0,3600.0,0.4144,0.413,-1.58528,5.0,-0.28,M1.5 V
GJ 806 c,GJ 806,1,2,Radial Velocity,2023.0,6.64064,0.0523,,5.8,,,490.0,3600.0,0.4144,0.413,-1.58528,5.0,-0.28,M1.5 V
HD 110067 b,HD 110067,3,6,Transit,2023.0,9.113678,0.0793,,5.69,2.2,,800.0,5266.0,0.788,0.798,,8.1,-0.2,K0.0 V
HD 110067 c,HD 110067,3,6,Transit,2023.0,13.673694,0.1039,,6.3,2.388,,699.0,5266.0,0.788,0.798,,8.1,-0.2,K0.0 V
HD 110067 d,HD 110067,3,6,Transit,2023.0,20.519617,0.1362,,8.52,2.852,,602.0,5266.0,0.788,0.798,,8.1,-0.2,K0.0 V
HD 110067 e,HD 110067,3,6,Transit,2023.0,30.793091,0.1785,,3.9,1.94,,533.0,5266.0,0.788,0.798,,8.1,-0.2,K0.0 V
HD 110067 f,HD 110067,3,6,Transit,2023.0,41.05854,0.2163,,5.04,2.601,,489.0,5266.0,0.788,0.798,,8.1,-0.2,K0.0 V
HD 110067 g,HD 110067,3,6,Transit,2023.0,54.76992,0.2621,,8.4,2.607,,440.0,5266.0,0.788,0.798,,8.1,-0.2,K0.0 V
HD 88986 b,HD 88986,1,1,Radial Velocity,2023.0,146.05,0.58,0.24,17.2,2.49,6.1,460.0,5861.0,1.543,1.25,,7.9,0.06,G2 V
HD 112570 b,HD 112570,1,1,Radial Velocity,2023.0,2615.0,3.9,0.2,1086.97315194,,,,4750.0,9.85,1.15,1.6466,5.45,-0.4,K0 III
HD 154391 b,HD 154391,1,1,Radial Velocity,2023.0,5163.0,7.46,0.2,2892.2385037,,,,4909.0,8.56,2.07,1.58115,1.1,0.1,K1 III
LHS 3154 b,LHS 3154,1,1,Radial Velocity,2023.0,3.71778,0.02262,0.076,13.15,,,,2861.0,0.1405,0.1118,-2.72125,5.0,,M6.5
TOI-544 c,TOI-544,1,2,Radial Velocity,2023.0,50.089,,0.32,21.5,,,,4169.0,0.623,0.631,,9.0,-0.17,
Kepler-317 b,Kepler-317,1,2,Transit,2014.0,5.524242,0.061,,,2.09,,,5497.0,0.941,,,,,
KMT-2021-BLG-1547L b,KMT-2021-BLG-1547L,1,1,Microlensing,2023.0,,4.5,,467.20775829,,,,,,0.72,,,,
KMT-2021-BLG-1770L b,KMT-2021-BLG-1770L,1,1,Microlensing,2023.0,,0.9,,6674.396547,,,,,,0.13,,,,
HD 63433 d,HD 63433,1,3,Transit,2023.0,4.209075,0.0503,0.16,,1.073,,1040.0,5688.0,0.912,0.99,-0.12494,0.414,0.03,G5 V
OGLE-2019-BLG-1180L b,OGLE-2019-BLG-1180L,1,1,Microlensing,2023.0,,5.19,,555.24622703,,,,,,0.545,,,,
Kepler-995 b,Kepler-995,1,1,Transit,2016.0,28.26731672,,,,2.7,,,5206.0,0.8,0.83,,5.01,-0.07,
KMT-2018-BLG-0885L b,KMT-2018-BLG-0885L,1,1,Microlensing,2023.0,,1.07,,9217.023803,,,,,,0.29,,,,
KMT-2019-BLG-0297L b,KMT-2019-BLG-0297L,1,1,Microlensing,2023.0,,0.96,,6038.739733,,,,,,0.21,,,,
KMT-2019-BLG-0335L b,KMT-2019-BLG-0335L,1,1,Microlensing,2023.0,,1.64,,6674.396547,,,,,,0.32,,,,
GJ 341 b,GJ 341,1,1,Transit,2025.0,7.57686,,0.0,4.0,0.88,,,3770.0,0.5066,0.48,,,-0.16,M1
Kepler-48 c,Kepler-48,1,5,Transit,2012.0,9.67395,,,14.61,2.71,4.01,,5194.0,0.89,0.88,,3.14,0.17,
Kepler-1053 b,Kepler-1053,1,1,Transit,2016.0,2.414351654,,,,0.98,,,4529.0,0.69,0.74,,3.09,0.1,
TIC 393818343 b,TIC 393818343,2,1,Transit,2024.0,16.24921,0.1291,0.6058,1379.37528638,12.18416202,4.22,805.5,5756.0,1.086,1.082,0.06744,3.8,0.318,
TOI-6894 b,TOI-6894,1,1,Transit,2025.0,3.37077196,0.02604,0.029,53.39517238,9.5836785,0.334,417.9,3007.0,0.2276,0.207,-2.42597,,0.142,
TOI-1386 c,TOI-1386,1,2,Radial Velocity,2024.0,232.0,0.75,0.38,75.2,,,,5735.0,1.0235,1.0363,0.0103,3.2,0.149,
TOI-238 c,TOI-238,1,2,Radial Velocity,2024.0,8.465651,0.0749,0.36,6.7,2.18,1.83,696.0,5059.0,0.733,0.79,-0.47083,4.3,-0.114,K2V
Kepler-48 f,Kepler-48,1,5,Radial Velocity,2023.0,5219.681854,5.719187877,0.015283,298.5809968,,,,,,0.916,,,,
Kepler-100 e,Kepler-100,1,4,Radial Velocity,2023.0,60.888588,0.312391586,0.026437,24.14271827,,,,,,1.097,,,,
Kepler-139 e,Kepler-139,1,5,Radial Velocity,2023.0,2047.635373,3.23579639,0.013121,426.1158152,,,,,,1.078,,,,
HD 134606 b,HD 134606,1,5,Radial Velocity,2024.0,12.089,0.1046,0.092,9.09,,,,5576.0,1.158,1.046,0.06483,7.3,0.343,
HD 134606 c,HD 134606,1,5,Radial Velocity,2024.0,58.883,0.3007,0.055,11.31,,,,5576.0,1.158,1.046,0.06483,7.3,0.343,
HD 134606 d,HD 134606,1,5,Radial Velocity,2024.0,966.5,1.941,0.092,44.8,,,,5576.0,1.158,1.046,0.06483,7.3,0.343,
Kepler-1772 b,Kepler-1772,1,1,Transit,2021.0,3.215090036,,,,2.68609988,,,5541.0,0.934,0.942,,,0.12,
HD 134606 e,HD 134606,1,5,Radial Velocity,2024.0,4.3203,0.0527,0.2,2.34,,,,5576.0,1.158,1.046,0.06483,7.3,0.343,
HD 134606 f,HD 134606,1,5,Radial Velocity,2024.0,26.915,0.1784,0.081,5.63,,,,5576.0,1.158,1.046,0.06483,7.3,0.343,
Teegarden's Star d,Teegarden's Star,1,3,Radial Velocity,2024.0,26.13,0.0791,0.07,0.82,,,159.0,3034.0,0.12,0.097,-3.14146,,-0.11,
Kepler-416 b,Kepler-416,1,3,Transit Timing Variations,2014.0,6.319,,,58.2,2.48,,,,1.075,1.0,,,,
Kepler-331 b,Kepler-331,1,3,Transit,2014.0,8.457496,0.065,,,1.82,,,4347.0,0.492,,,,,
Kepler-1671 b,Kepler-1671,1,1,Transit,2020.0,4.16787,,,,1.32557381,,,5135.55,0.929771,0.866,-0.26621,,0.2502,
HS Psc b,HS Psc,1,1,Radial Velocity,2024.0,3.986,0.0435,0.27,464.02947422,,,,4203.0,0.65,0.69,-0.91364,0.133,-0.05,K7 V
NGC 2682 Sand 1429 b,NGC 2682 Sand 1429,1,1,Radial Velocity,2024.0,77.48,0.384,0.0,572.0911326,,,683.0,6000.0,2.13,1.26,,4.3,-0.013,F9.5 V
CI Tau c,CI Tau,1,1,Radial Velocity,2024.0,25.2,0.17,0.58,1144.1822652,,,,,,,,,,
Kepler-487 d,Kepler-487,1,3,Transit,2021.0,2.418390036,,,,2.77513568,,,5422.0,0.887,0.874,,,0.02,
Kepler-1060 b,Kepler-1060,1,1,Transit,2016.0,46.8779367,,,,2.38,,,5797.0,0.99,0.99,,4.27,-0.03,
HD 104067 c,HD 104067,1,2,Radial Velocity,2024.0,13.8992,0.1058,0.29,13.2,,,,4952.0,0.78,0.82,,,0.11,
Luhman 16 b,Luhman 16 A,1,1,Imaging,2017.0,9697.0,3.52,0.344,9344.1551658,,,,,,0.0338,,,,
KMT-2021-BLG-1150L b,KMT-2021-BLG-1150L,1,1,Microlensing,2023.0,,4.5,,279.68899816,,,,,,0.73,,,,
M62H b,M62H,1,1,Pulsar Timing,2024.0,0.132935028,,,785.03616529,,,,,,1.4,,,,
Kepler-350 c,Kepler-350,1,3,Transit,2013.0,17.849,,,6.1,3.1,,,,1.25,1.0,,,,
OGLE-2017-BLG-0640L b,OGLE-2017-BLG-0640L,1,1,Microlensing,2024.0,,1.14,,514.88201934,,,,,,0.32,,,,
OGLE-2017-BLG-1275L b,OGLE-2017-BLG-1275L,1,1,Microlensing,2024.0,,2.09,,1875.1876013,,,,,,0.63,,,,
OGLE-2017-BLG-1237L b,OGLE-2017-BLG-1237L,1,1,Microlensing,2024.0,,2.53,,1207.7479466,,,,,,0.46,,,,
IRAS 04125+2902 b,IRAS 04125+2902,2,1,Transit,2024.0,8.834978,0.077,,,10.73820351,,854.0,4080.0,1.45,0.7,-0.33161,0.0033,,
Kepler-319 c,Kepler-319,1,3,Transit,2014.0,6.941357,0.069,,,2.63,,,5526.0,0.903,,,,,
HIP 39017 b,HIP 39017,1,1,Imaging,2024.0,31000.0,22.1,0.55,7500.7504052,,,,,,1.52,,0.115,-0.26,A9/F0
KMT-2023-BLG-0416L b,KMT-2023-BLG-0416L,1,1,Microlensing,2024.0,,2.96,,13.03096469,,,,,,0.63,,,,
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,1,1,Microlensing,2024.0,,1.18,,200.23189641,,,,,,0.17,,,,
KMT-2023-BLG-1642L b,KMT-2023-BLG-1642L,1,1,Microlensing,2024.0,,1.41,,343.25467956,,,,,,0.17,,,,
2MASS J11550485-7919108 b,2MASS J11550485-7919108,1,1,Imaging,2024.0,,587.0,,6356.56814,,,2506.0,,,,,,,
2MASS J21252752-8138278 b,2MASS J21252752-8138278,1,1,Imaging,2024.0,,7493.0,,3813.940884,,,1616.0,,,,,,,
Kepler-1042 b,Kepler-1042,1,1,Transit,2016.0,10.13202575,,,,2.19,,,4815.0,0.72,0.75,,4.79,-0.1,
2MASS J03590986+2009361 b,2MASS J03590986+2009361,1,1,Imaging,2024.0,,572.0,,5720.911326,,,2369.0,,,,,,,
ITG 15 b,ITG 15 A,2,1,Imaging,2024.0,,435.0,,6674.396547,,,2601.0,,,,,,,
G 196-3 b,G 196-3,1,1,Imaging,2024.0,,350.0,,8263.538582,,,1670.0,,,,,,,
Kepler-1026 b,Kepler-1026,1,1,Transit,2016.0,36.5156053,,,,2.21,,,4948.0,0.75,0.79,,4.57,-0.02,
2MASS J11011926-7732383 b,2MASS J11011926-7732383,1,1,Imaging,2024.0,,266.0,,8899.195396,,,2677.0,,,,,,,
HIP 77900 b,HIP 77900,1,1,Imaging,2024.0,,3319.0,,6674.396547,,,2507.0,,,,,,,
TIC 139270665 b,TIC 139270665,1,2,Transit,2024.0,23.624,0.163,0.105,147.15455244,7.22979255,2.13,703.0,5844.0,1.016,1.035,0.03222,3.4,0.156,G2
TIC 139270665 c,TIC 139270665,1,2,Radial Velocity,2024.0,1010.0,2.0,0.566,1554.18091023,,,200.0,5844.0,1.016,1.035,0.03222,3.4,0.156,G2
2MASS J0249-0557 c,2MASS J0249-0557 A,2,1,Imaging,2018.0,,1950.0,,3686.8095212,,,,,,0.046,-2.59,0.022,,M6 V
SPECULOOS-3 b,SPECULOOS-3,1,1,Transit,2024.0,0.71912603,0.00733,,,0.977,,553.0,2800.0,0.123,0.1009,-3.07831,6.6,0.07,M6.5+/-0.5
TOI-1224 b,TOI-1224,1,2,Transit,2024.0,4.1782745,0.0355,,,2.104,,541.0,3326.0,0.404,0.4,-1.6968,0.21,,
TOI-1224 c,TOI-1224,1,2,Transit,2024.0,17.945466,,0.0,,2.884,,,3326.0,0.404,0.4,-1.6968,0.21,,
UCAC3 113-933 b,UCAC3 113-933,1,1,Imaging,2024.0,,6100.0,,6674.396547,,,,,,0.61,,0.55,-0.95,M0
UCAC4 328-061594 b,UCAC4 328-061594,1,1,Imaging,2024.0,,19000.0,,6674.396547,,,,,,1.19,,0.4,,DC
GJ 900 b,GJ 900 A,3,1,Imaging,2024.0,,12000.0,,3496.112477,,,,,,1.08,,0.2,-0.63,K7
NGTS-26 b,NGTS-26,1,1,Transit,2024.0,4.5199279,0.049,0.0,92.80589484,14.88552637,0.153,1331.0,5550.0,1.16,0.96,0.10106,11.5,0.2,
TOI-1450 A c,TOI-1450 A,2,2,Transit,2024.0,5.0688,,,1.527,,,533.0,3437.0,0.483,0.48,,,-0.12,M3.0 V
MOA-2022-BLG-563L b,MOA-2022-BLG-563L,1,1,Microlensing,2024.0,,2.15,,127.1313628,,,,,,0.48,,,,
KMT-2023-BLG-0469L b,KMT-2023-BLG-0469L,1,1,Microlensing,2024.0,,2.31,,39.41072247,,,,,,0.47,,,,
KMT-2023-BLG-0735L b,KMT-2023-BLG-0735L,1,1,Microlensing,2024.0,,2.96,,38.77506565,,,,,,0.61,,,,
HD 284149 AB b,HD 284149 A,2,1,Imaging,2017.0,,431.16,,8352.53053596,,,2395.0,6035.0,1.36,,0.34242,0.025,,
TOI-4527.01,TOI-4527,1,1,Transit,2024.0,0.3994445,0.008332353,,,0.9086617,,1362.93,3702.0,0.485948,0.483901,,,,
Kepler-1032 b,Kepler-1032,1,1,Transit,2016.0,3.290117953,,,,1.87,,,4647.0,0.71,0.77,,1.86,0.16,
TOI-7009 b,TOI-7009,1,1,Transit,2026.0,2.3206612,0.0287,,,3.71,,872.0,4080.0,0.564,0.583,,,-0.11,
Kepler-328 c,Kepler-328,1,2,Transit,2013.0,71.312,,,39.4,5.4,,,,1.06,1.15,,,,
Kepler-11 d,Kepler-11,1,6,Transit,2010.0,22.6845,0.155,0.004,7.3,3.12,1.28,,5663.0,1.065,0.961,,8.5,,
OGLE-2023-BLG-0836L b,OGLE-2023-BLG-0836L,2,1,Microlensing,2024.0,,3.7,,1385.73185452,,,,,,0.71,,,,
TIC 365102760 b,TIC 365102760,1,1,Transit,2024.0,4.21285367,0.0622,0.406,19.2,6.21,0.437,,4900.0,3.13,1.17,,6.3,0.09,
KMT-2023-BLG-1431L b,KMT-2023-BLG-1431L,1,1,Microlensing,2024.0,,3.2,,13.6,,,,,,0.57,,,,
OGLE-2014-BLG-0221L b,OGLE-2014-BLG-0221L,1,1,Microlensing,2024.0,,3.76,,1382.55357045,,,,,,0.69,,,,
HD 48948 b,HD 48948,1,3,Radial Velocity,2024.0,7.34013,0.0652,0.055,4.88,,,957.0,4593.0,0.679,0.686,,11.48,-0.21,K3 V
HD 48948 c,HD 48948,1,3,Radial Velocity,2024.0,38.06,0.1951,0.55,7.27,,,553.0,4593.0,0.679,0.686,,11.48,-0.21,K3 V
HD 48948 d,HD 48948,1,3,Radial Velocity,2024.0,151.92,0.4894,0.055,10.59,,,349.0,4593.0,0.679,0.686,,11.48,-0.21,K3 V
TIC 241249530 b,TIC 241249530,2,1,Transit,2024.0,165.7719,0.641,0.9412,1582.78546686,13.29385111,,,6166.0,1.397,1.271,0.40824,3.2,0.09,
TIC 46432937 b,TIC 46432937,1,1,Transit,2024.0,1.44044527,0.02065,0.009,1017.0509024,13.31626907,2.37,872.0,3572.0,0.5299,0.563,-1.3851,7.4,0.323,
TOI-1294 c,TOI-1294,1,2,Radial Velocity,2024.0,159.9,0.61,0.0,147.0,,,,5718.0,1.5566,1.1578,0.36847,6.2,0.283,
Kepler-1017 b,Kepler-1017,1,1,Transit,2016.0,7.23400469,,,,1.99,,,5473.0,0.87,0.93,,2.95,0.04,
TOI-1410 c,TOI-1410,1,2,Radial Velocity,2024.0,47.56,0.239,0.0,27.0,,,,4635.0,0.7558,0.7941,-0.6216,6.6,0.328,
Gaia22dkvL b,Gaia22dkvL,1,1,Microlensing,2024.0,,1.4,,187.83658854,,,,,,1.145,,,,
TOI-1408 c,TOI-1408,1,2,Transit Timing Variations,2024.0,2.1664,0.03587,0.1353,7.6,2.22,3.8,,6117.0,1.53,1.312,0.47129,2.7,0.25,F8 V
GJ 238 b,GJ 238,1,1,Transit,2024.0,1.7446999,0.02123,,,0.566,,758.0,3485.0,0.4314,0.4193,-1.61618,,0.15,M2.5 V
HD 118203 c,HD 118203,1,2,Radial Velocity,2024.0,5103.0,6.28,0.26,3747.19691853,,,,5742.0,2.04,1.27,,4.73,0.287,
Kepler-974 b,Kepler-974,1,2,Transit,2016.0,4.194496514,,,,1.57,,,3687.0,0.5,0.52,,4.37,0.07,
OGLE-2017-BLG-0448L b,OGLE-2017-BLG-0448L,1,1,Microlensing,2024.0,,5.75,,15.6,,,,,,0.5,,,,
TIC 4672985 b,TIC 4672985,1,1,Transit,2024.0,69.048,0.33,0.018,4049.13390518,11.5004142,,517.2,5757.0,1.15,1.01,0.11394,7.71,0.14,
